0	36
1	26
2	29
3	52
4	20
5	71
6	45
7	28
8	33
9	21
10	26
11	73
12	25
13	42
14	39
15	35
16	40
17	29
18	20
19	68
20	38
21	51
22	44
23	29
24	64
25	35
26	46
27	75
28	25
29	38
30	62
31	18
32	46
33	75
34	38
35	58
36	66
37	48
38	13
39	75
40	58
41	64
42	32
43	72
44	30
45	35
46	49
47	75
48	35
49	26
50	71
51	29
52	75
53	46
54	28
55	39
56	75
57	75
58	68
59	35
60	18
61	69
62	47
63	61
64	55
65	75
66	41
67	75
68	27
69	18
70	28
71	34
72	41
73	36
74	21
75	25
76	45
77	49
78	69
79	21
80	75
81	24
82	25
83	31
84	64
85	48
86	43
87	75
88	43
89	36
90	33
91	68
92	27
93	64
94	34
95	29
96	74
97	58
98	43
99	46
100	75
101	34
102	63
103	22
104	23
105	45
106	67
107	46
108	29
109	55
110	32
111	37
112	75
113	75
114	67
115	35
116	23
117	68
118	73
119	27
120	73
121	69
122	40
123	19
124	69
125	38
126	74
127	32
128	50
129	35
130	23
131	21
132	39
133	34
134	41
135	41
136	48
137	32
138	45
139	29
140	74
141	64
142	75
143	19
144	35
145	27
146	75
147	75
148	25
149	75
150	58
151	68
152	68
153	74
154	19
155	60
156	23
157	63
158	29
159	22
160	31
161	48
162	75
163	37
164	75
165	64
166	63
167	44
168	50
169	62
170	46
171	58
172	42
173	75
174	34
175	24
176	74
177	40
178	27
179	69
180	35
181	75
182	29
183	38
184	62
185	27
186	19
187	17
188	38
189	75
190	43
191	50
192	74
193	40
194	34
195	16
196	32
197	49
198	38
199	41
200	29
201	60
202	73
203	26
204	49
205	49
206	66
207	55
208	75
209	37
210	43
211	22
212	25
213	26
214	35
215	52
216	35
217	25
218	30
219	27
220	29
221	38
222	51
223	17
224	68
225	41
226	73
227	75
228	75
229	33
230	22
231	66
232	44
233	52
234	75
235	75
236	75
237	31
238	32
239	42
240	29
241	74
242	68
243	33
244	73
245	75
246	47
247	20
248	35
249	69
250	75
251	22
252	43
253	66
254	21
255	53
256	51
257	75
258	75
259	21
260	75
261	35
262	31
263	31
264	69
265	39
266	23
267	36
268	40
269	57
270	20
271	71
272	50
273	41
274	28
275	28
276	66
277	37
278	67
279	20
280	31
281	61
282	72
283	59
284	20
285	55
286	39
287	55
288	42
289	45
290	22
291	73
292	24
293	75
294	37
295	21
296	49
297	69
298	75
299	56
300	40
301	75
302	59
303	73
304	51
305	69
306	73
307	25
308	75
309	30
310	75
311	32
312	75
313	37
314	43
315	69
316	30
317	54
318	72
319	41
320	75
321	25
322	67
323	67
324	44
325	32
326	54
327	48
328	72
329	31
330	75
331	36
332	70
333	30
334	22
335	38
336	50
337	62
338	64
339	26
340	73
341	27
342	30
343	72
344	43
345	32
346	71
347	61
348	38
349	31
350	29
351	74
352	71
353	57
354	45
355	57
356	75
357	25
358	74
359	68
360	28
361	74
362	27
363	43
364	33
365	64
366	25
367	26
368	55
369	55
370	35
371	64
372	21
373	61
374	57
375	65
376	75
377	40
378	27
379	65
380	21
381	36
382	56
383	52
384	75
385	27
386	61
387	74
388	74
389	70
390	32
391	27
392	71
393	68
394	68
395	27
396	75
397	75
398	60
399	53
400	21
401	71
402	26
403	63
404	45
405	43
406	41
407	27
408	67
409	71
410	30
411	35
412	44
413	44
414	75
415	75
416	70
417	31
418	54
419	21
420	68
421	42
422	45
423	31
424	27
425	63
426	52
427	41
428	55
429	45
430	73
431	75
432	75
433	75
434	45
435	25
436	61
437	75
438	50
439	69
440	15
441	75
442	22
443	34
444	70
445	61
446	37
447	38
448	72
449	42
450	19
451	73
452	35
453	73
454	75
455	23
456	51
457	23
458	31
459	29
460	31
461	73
462	40
463	63
464	75
465	49
466	25
467	63
468	67
469	61
470	42
471	33
472	75
473	61
474	63
475	65
476	36
477	71
478	31
479	75
480	24
481	20
482	24
483	33
484	13
485	65
486	24
487	73
488	26
489	29
490	14
491	25
492	68
493	26
494	75
495	47
496	22
497	42
498	39
499	37
500	71
501	55
502	17
503	29
504	23
505	25
506	72
507	75
508	39
509	26
510	74
511	75
512	19
513	42
514	58
515	75
516	35
517	25
518	75
519	33
520	35
521	43
522	52
523	25
524	18
525	38
526	36
527	22
528	66
529	68
530	43
531	73
532	69
533	71
534	69
535	38
536	38
537	63
538	49
539	34
540	38
541	69
542	54
543	74
544	62
545	63
546	26
547	34
548	64
549	57
550	51
551	52
552	72
553	50
554	64
555	65
556	56
557	51
558	74
559	75
560	49
561	28
562	38
563	25
564	34
565	27
566	29
567	73
568	29
569	35
570	64
571	33
572	22
573	31
574	74
575	38
576	61
577	23
578	35
579	25
580	21
581	72
582	37
583	13
584	20
585	60
586	62
587	27
588	30
589	63
590	30
591	62
592	17
593	69
594	34
595	29
596	32
597	72
598	75
599	34
600	71
601	45
602	73
603	20
604	46
605	75
606	35
607	57
608	19
609	75
610	23
611	74
612	58
613	64
614	74
615	41
616	29
617	33
618	50
619	73
620	41
621	75
622	75
