0	16
1	20
2	19
3	30
4	19
5	36
6	21
7	16
8	16
9	18
10	32
11	21
12	22
13	28
14	23
15	26
16	22
17	21
18	17
19	31
20	17
21	35
22	21
23	34
24	37
25	40
26	20
27	36
28	26
29	35
30	23
31	14
32	40
33	40
34	29
35	23
36	40
37	23
38	14
39	40
40	32
41	31
42	26
43	30
44	18
45	22
46	32
47	40
48	28
49	18
50	35
51	15
52	40
53	39
54	23
55	22
56	36
57	37
58	39
59	11
60	32
61	36
62	16
63	40
64	26
65	40
66	36
67	40
68	21
69	29
70	20
71	19
72	22
73	30
74	19
75	13
76	23
77	29
78	26
79	32
80	40
81	29
82	13
83	22
84	28
85	9
86	15
87	40
88	24
89	23
90	9
91	33
92	17
93	40
94	20
95	12
96	40
97	19
98	27
99	22
100	39
101	32
102	32
103	14
104	17
105	20
106	38
107	35
108	15
109	25
110	13
111	30
112	40
113	40
114	39
115	21
116	13
117	34
118	38
119	13
120	35
121	38
122	19
123	20
124	40
125	24
126	40
127	18
128	26
129	28
130	21
131	23
132	18
133	19
134	28
135	38
136	28
137	14
138	20
139	15
140	40
141	30
142	40
143	11
144	28
145	27
146	40
147	40
148	19
149	40
150	39
151	32
152	35
153	40
154	19
155	28
156	23
157	17
158	20
159	38
160	14
161	14
162	40
163	40
164	40
165	40
166	32
167	25
168	17
169	40
170	29
171	39
172	14
173	40
174	15
175	39
176	40
177	19
178	30
179	37
180	15
181	40
182	15
183	36
184	24
185	14
186	14
187	26
188	17
189	40
190	33
191	38
192	40
193	26
194	7
195	13
196	34
197	40
198	18
199	29
200	11
201	35
202	40
203	10
204	14
205	15
206	28
207	27
208	40
209	17
210	22
211	33
212	18
213	14
214	21
215	21
216	25
217	25
218	16
219	20
220	21
221	35
222	21
223	24
224	36
225	14
226	23
227	40
228	40
229	19
230	25
231	37
232	28
233	38
234	40
235	35
236	40
237	16
238	16
239	40
240	23
241	40
242	35
243	16
244	40
245	40
246	16
247	25
248	18
249	34
250	40
251	23
252	17
253	39
254	35
255	39
256	14
257	40
258	40
259	36
260	40
261	22
262	17
263	21
264	38
265	34
266	12
267	20
268	13
269	39
270	14
271	40
272	40
273	20
274	15
275	23
276	39
277	27
278	34
279	22
280	35
281	36
282	38
283	20
284	25
285	40
286	21
287	39
288	17
289	27
290	15
291	40
292	29
293	40
294	15
295	15
296	14
297	35
298	40
299	29
300	20
301	40
302	24
303	40
304	34
305	33
306	40
307	17
308	36
309	18
